150000000,7.44,password,PwD,MM B.Tech
150000001,7.22,password,ST,CS B.Tech
150000002,7.21,password,OBC,EP Dual Deg N1
150000003,7.67,password,PwD,MM B.Tech
150000004,3.56,password,PwD,CH
150000005,6.56,password,SC,CE B.Tech
150000006,1.5,password,OBC,EE Dual Deg E2
150000007,6.68,password,ST,CL B.Tech
150000008,3.33,password,GE,MM Dual Deg Y2
150000009,3.75,password,ST,CE B.Tech
150000010,4.64,password,PwD,EP B.Tech
150000011,3.72,password,ST,EP B.Tech
150000012,7.94,password,PwD,MM Dual Deg Y2
150000013,8.85,password,GE,ME Dual Deg M2
150000014,5.88,password,GE,EN Dual Deg
150000015,9.28,password,PwD,MM Dual Deg Y2
150000016,1.26,password,OBC,EP B.Tech
150000017,0.65,password,OBC,MM Dual Deg Y1
150000018,8.26,password,PwD,AE B.Tech
150000019,7.99,password,PwD,MM Dual Deg Y1
150000020,4.22,password,OBC,CH
150000021,5.2,password,ST,EN Dual Deg
150000022,2.72,password,ST,EE Dual Deg E2
150000023,8.97,password,GE,MM Dual Deg Y2
150000024,0.42,password,PwD,MM B.Tech
150000025,7.31,password,GE,CS B.Tech
150000026,7.89,password,GE,EE Dual Deg E2
150000027,6.51,password,SC,ME B.Tech
150000028,8.23,password,SC,CL B.Tech
150000029,4.22,password,OBC,MM Dual Deg Y1
150000030,3.28,password,ST,MM Dual Deg Y2
150000031,7.58,password,SC,CL B.Tech
150000032,8.86,password,OBC,MM Dual Deg Y1
150000033,5.16,password,PwD,CH
150000034,0.95,password,ST,EE B.Tech
150000035,1.09,password,OBC,EP B.Tech
150000036,2.42,password,SC,CL B.Tech
150000037,1.6,password,OBC,MM B.Tech
150000038,0.85,password,SC,CL B.Tech
150000039,5.6,password,OBC,ME Dual Deg M2
150000040,3.01,password,OBC,ME B.Tech
150000041,4.72,password,ST,ME Dual Deg M2
150000042,8.81,password,ST,EP Dual Deg N1
150000043,9.23,password,GE,CL B.Tech
150000044,8.9,password,PwD,EN Dual Deg
150000045,1.36,password,OBC,ME Dual Deg M2
150000046,2.16,password,OBC,ME B.Tech
150000047,1.67,password,OBC,ME B.Tech
150000048,9.45,password,SC,EE Dual Deg E2
150000049,2.92,password,SC,CE B.Tech
150000050,3.4,password,GE,EN Dual Deg
150000051,8.4,password,PwD,CL B.Tech
150000052,6.88,password,PwD,ME B.Tech
150000053,3.9,password,GE,EP B.Tech
150000054,8.07,password,ST,CH
150000055,7.75,password,ST,EE B.Tech
150000056,9.1,password,SC,EP B.Tech
150000057,5.7,password,PwD,ME Dual Deg M2
150000058,4.34,password,SC,CE B.Tech
150000059,4.95,password,SC,MM B.Tech
150000060,6.56,password,ST,EP B.Tech
150000061,2.66,password,ST,MM Dual Deg Y1
150000062,4.18,password,ST,EE Dual Deg E1
150000063,0.44,password,GE,CL B.Tech
150000064,4.2,password,ST,EN Dual Deg
150000065,9.8,password,PwD,CE B.Tech
150000066,9.23,password,ST,CH
150000067,3.19,password,ST,ME Dual Deg M2
150000068,6.26,password,PwD,EN Dual Deg
150000069,1.69,password,SC,CL B.Tech
150000070,6.2,password,PwD,CE B.Tech
150000071,1.84,password,ST,CH
150000072,3.15,password,GE,MM Dual Deg Y2
150000073,8.44,password,GE,CE B.Tech
150000074,7.08,password,ST,EP Dual Deg N1
150000075,7.74,password,ST,AE B.Tech
150000076,2.58,password,SC,ME Dual Deg M2
150000077,8.43,password,SC,EP Dual Deg N1
150000078,2.31,password,PwD,EP B.Tech
150000079,2.82,password,OBC,EN Dual Deg
150000080,8.91,password,SC,CH
150000081,4.3,password,ST,MM Dual Deg Y2
150000082,0.02,password,GE,ME Dual Deg M2
150000083,0.12,password,OBC,EE B.Tech
150000084,2.07,password,SC,MM Dual Deg Y2
150000085,7.42,password,SC,EE B.Tech
150000086,0.89,password,ST,MM Dual Deg Y2
150000087,5.09,password,GE,CH
150000088,8.25,password,ST,MM Dual Deg Y2
150000089,3.69,password,SC,MM Dual Deg Y2
150000090,3.82,password,ST,MM B.Tech
150000091,4.08,password,ST,EE B.Tech
150000092,8.99,password,PwD,CH
150000093,0.78,password,ST,ME B.Tech
150000094,3.99,password,GE,ME Dual Deg M2
150000095,1.92,password,ST,ME B.Tech
150000096,5.38,password,PwD,EP B.Tech
150000097,3.61,password,ST,CS B.Tech
150000098,8.44,password,SC,EE Dual Deg E1
150000099,9.81,password,ST,MM Dual Deg Y1
150010000,8.15,password,OBC,CE B.Tech
150010001,4.71,password,OBC,EP B.Tech
150010002,7.52,password,ST,MM B.Tech
150010003,6.59,password,GE,CL B.Tech
150010004,7.93,password,ST,EP B.Tech
150010005,6.96,password,SC,EN Dual Deg
150010006,1.25,password,OBC,MM Dual Deg Y1
150010007,1.67,password,OBC,EE Dual Deg E2
150010008,4.48,password,PwD,ME B.Tech
150010009,8.36,password,SC,ME Dual Deg M2
150010010,0.8,password,GE,EE B.Tech
150010011,4.25,password,GE,ME B.Tech
150010012,3.69,password,OBC,CL B.Tech
150010013,1.0,password,PwD,MM Dual Deg Y2
150010014,4.96,password,GE,EP Dual Deg N1
150010015,6.06,password,PwD,EE B.Tech
150010016,7.82,password,GE,ME Dual Deg M2
150010017,0.86,password,PwD,EE Dual Deg E1
150010018,7.33,password,SC,EP Dual Deg N1
150010019,1.23,password,GE,EP Dual Deg N1
150010020,9.0,password,ST,ME Dual Deg M2
150010021,9.06,password,OBC,ME B.Tech
150010022,9.1,password,GE,EE B.Tech
150010023,9.07,password,GE,CL B.Tech
150010024,5.14,password,GE,EE B.Tech
150010025,5.09,password,OBC,EE Dual Deg E2
150010026,8.89,password,PwD,EE B.Tech
150010027,4.47,password,ST,CH
150010028,8.5,password,PwD,EE Dual Deg E1
150010029,5.43,password,OBC,MM Dual Deg Y1
150010030,0.7,password,SC,EE Dual Deg E2
150010031,7.37,password,GE,EP Dual Deg N1
150010032,1.54,password,OBC,EP Dual Deg N1
150010033,0.51,password,PwD,EN Dual Deg
150010034,2.08,password,SC,CS B.Tech
150010035,3.89,password,OBC,EE B.Tech
150010036,4.33,password,SC,EE Dual Deg E1
150010037,7.82,password,SC,CE B.Tech
150010038,1.52,password,PwD,MM Dual Deg Y1
150010039,9.51,password,PwD,EE B.Tech
150010040,2.17,password,OBC,MM Dual Deg Y2
150010041,2.69,password,OBC,MM Dual Deg Y2
150010042,2.55,password,OBC,MM Dual Deg Y1
150010043,3.63,password,ST,CS B.Tech
150010044,8.06,password,SC,EE Dual Deg E2
150010045,4.55,password,ST,EN Dual Deg
150010046,0.9,password,PwD,CE B.Tech
150010047,8.28,password,SC,EP Dual Deg N1
150010048,7.72,password,GE,CL B.Tech
150010049,6.77,password,SC,AE B.Tech
150010050,4.2,password,PwD,MM Dual Deg Y1
150010051,7.45,password,OBC,EE B.Tech
150010052,0.04,password,PwD,CS B.Tech
150010053,0.35,password,GE,MM Dual Deg Y1
150010054,4.98,password,ST,ME B.Tech
150010055,8.24,password,GE,EP Dual Deg N1
150010056,2.34,password,GE,CS B.Tech
150010057,4.25,password,PwD,EE Dual Deg E1
150010058,1.58,password,PwD,EN Dual Deg
150010059,5.69,password,PwD,AE B.Tech
150010060,3.55,password,GE,MM Dual Deg Y2
150010061,6.19,password,PwD,MM B.Tech
150010062,0.95,password,GE,MM B.Tech
150010063,1.51,password,OBC,EE Dual Deg E1
150010064,5.64,password,SC,EE Dual Deg E1
150010065,4.93,password,ST,CL B.Tech
150010066,3.29,password,PwD,AE B.Tech
150010067,2.21,password,ST,ME B.Tech
150010068,6.69,password,SC,ME Dual Deg M2
150010069,0.84,password,OBC,CL B.Tech
150010070,8.34,password,OBC,CL B.Tech
150010071,4.94,password,GE,EP Dual Deg N1
150010072,9.93,password,OBC,CH
150010073,7.96,password,SC,ME Dual Deg M2
150010074,4.41,password,SC,CS B.Tech
150010075,7.87,password,OBC,AE B.Tech
150010076,3.92,password,GE,CS B.Tech
150010077,5.02,password,ST,MM Dual Deg Y2
150010078,2.51,password,PwD,ME Dual Deg M2
150010079,8.52,password,SC,MM Dual Deg Y1
150010080,6.64,password,ST,MM Dual Deg Y1
150010081,9.6,password,SC,CL B.Tech
150010082,0.36,password,SC,ME Dual Deg M2
150010083,9.47,password,GE,CH
150010084,9.37,password,PwD,ME B.Tech
150010085,2.75,password,ST,CE B.Tech
150010086,6.12,password,SC,CH
150010087,0.87,password,ST,EN Dual Deg
150010088,6.54,password,PwD,MM Dual Deg Y2
150010089,1.03,password,GE,EP Dual Deg N1
150010090,6.95,password,ST,CH
150010091,9.72,password,SC,ME Dual Deg M2
150010092,2.94,password,OBC,ME Dual Deg M2
150010093,2.38,password,SC,CS B.Tech
150010094,9.45,password,GE,EP B.Tech
150010095,0.17,password,PwD,AE B.Tech
150010096,7.61,password,ST,CE B.Tech
150010097,1.64,password,GE,MM B.Tech
150010098,2.6,password,OBC,EN Dual Deg
150010099,9.69,password,PwD,EP B.Tech
150020000,1.82,password,PwD,ME Dual Deg M2
150020001,5.57,password,PwD,CH
150020002,9.88,password,SC,MM Dual Deg Y2
150020003,4.79,password,SC,CH
150020004,9.87,password,OBC,CH
150020005,7.27,password,GE,ME B.Tech
150020006,0.83,password,GE,AE B.Tech
150020007,9.99,password,PwD,EE B.Tech
150020008,8.5,password,OBC,ME Dual Deg M2
150020009,2.39,password,ST,AE B.Tech
150020010,3.76,password,GE,ME Dual Deg M2
150020011,1.04,password,SC,ME Dual Deg M2
150020012,2.02,password,ST,EE B.Tech
150020013,9.03,password,GE,MM B.Tech
150020014,3.15,password,GE,MM B.Tech
150020015,9.24,password,ST,AE B.Tech
150020016,6.34,password,SC,ME Dual Deg M2
150020017,1.15,password,ST,EE B.Tech
150020018,0.64,password,OBC,CL B.Tech
150020019,9.32,password,OBC,MM B.Tech
150020020,4.17,password,OBC,EP Dual Deg N1
150020021,2.53,password,PwD,CL B.Tech
150020022,1.26,password,ST,EE Dual Deg E2
150020023,6.98,password,GE,MM Dual Deg Y1
150020024,9.35,password,GE,ME Dual Deg M2
150020025,6.58,password,ST,CH
150020026,8.67,password,SC,CE B.Tech
150020027,4.56,password,ST,EE Dual Deg E2
150020028,0.81,password,SC,CH
150020029,5.15,password,PwD,EN Dual Deg
150020030,5.22,password,ST,MM B.Tech
150020031,7.25,password,ST,MM Dual Deg Y2
150020032,9.71,password,SC,ME B.Tech
150020033,5.55,password,ST,MM Dual Deg Y1
150020034,9.06,password,SC,EE Dual Deg E1
150020035,1.69,password,PwD,EP Dual Deg N1
150020036,5.77,password,OBC,EN Dual Deg
150020037,7.91,password,GE,ME B.Tech
150020038,2.94,password,SC,CL B.Tech
150020039,7.77,password,ST,ME Dual Deg M2
150020040,7.05,password,ST,EP Dual Deg N1
150020041,7.02,password,ST,EP Dual Deg N1
150020042,2.15,password,GE,EE Dual Deg E2
150020043,1.98,password,SC,ME B.Tech
150020044,8.94,password,PwD,EE Dual Deg E1
150020045,1.77,password,GE,EP Dual Deg N1
150020046,4.29,password,PwD,MM Dual Deg Y1
150020047,1.12,password,OBC,ME B.Tech
150020048,2.31,password,OBC,EP B.Tech
150020049,4.88,password,SC,EP Dual Deg N1
150020050,3.86,password,SC,EN Dual Deg
150020051,2.15,password,SC,CS B.Tech
150020052,9.32,password,GE,ME B.Tech
150020053,3.95,password,PwD,CL B.Tech
150020054,3.74,password,PwD,EE Dual Deg E2
150020055,4.37,password,OBC,CE B.Tech
150020056,7.25,password,SC,CH
150020057,5.09,password,GE,EE Dual Deg E1
